Age.Group,Ethnicity,Gender,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
0,Non-Maori,Male,23570,23260,22630,22300,22180,21910,21660,21820,21100,21220,20660,20320,21030,21750,21880,22020,22310,23000,23010,23060,22670,22090,21840
1,Non-Maori,Male,22880,23500,23270,22770,22510,22400,22030,21650,21750,21040,21130,20880,20540,21050,21710,21890,22080,22310,23020,23060,23000,22530,22080
2,Non-Maori,Male,22470,22880,23590,23470,23030,22820,22590,22060,21560,21700,20940,21390,21290,20860,21300,22040,22080,22160,22380,23100,23010,22900,22540
3,Non-Maori,Male,22290,22460,22950,23790,23740,23370,23000,22650,22000,21510,21620,21200,21800,21640,21120,21570,22220,22190,22290,22460,23030,22930,22930
4,Non-Maori,Male,21100,22330,22530,23150,24090,24080,23570,23080,22590,21980,21470,21830,21580,22140,21930,21390,21710,22310,22320,22340,22410,22930,22900
5,Non-Maori,Male,21030,21140,22440,22710,23460,24450,24260,23630,23050,22560,21990,21760,22170,21890,22410,22240,21540,21830,22420,22390,22300,22290,22850
6,Non-Maori,Male,21110,21060,21250,22630,22990,23830,24650,24300,23600,23020,22530,22330,22170,22410,22090,22720,22370,21620,21890,22520,22370,22190,22230
7,Non-Maori,Male,21100,21150,21150,21430,22920,23360,24080,24720,24270,23590,22970,22870,22790,22430,22530,22320,22870,22440,21650,21990,22500,22280,22130
8,Non-Maori,Male,20910,21140,21260,21340,21720,23270,23580,24220,24690,24220,23570,23280,23360,23160,22610,22670,22470,22970,22510,21770,21980,22430,22250
9,Non-Maori,Male,20960,20950,21250,21460,21630,22060,23480,23670,24260,24660,24170,23910,23720,23740,23400,22830,22800,22550,23010,22620,21760,21880,22410
10,Non-Maori,Male,21280,21010,21070,21460,21750,21980,22360,23570,23680,24260,24640,24520,24350,24040,23960,23710,22990,22840,22610,23110,22600,21680,21870
11,Non-Maori,Male,21050,21350,21140,21290,21720,22080,22250,22530,23580,23680,24320,24990,24940,24650,24220,24250,23870,23070,22890,22710,23080,22530,21650
12,Non-Maori,Male,20460,21120,21490,21360,21590,22060,22300,22370,22630,23580,23680,24640,25370,25190,24820,24460,24380,23940,23130,22970,22700,23040,22500
13,Non-Maori,Male,20200,20560,21280,21730,21670,21930,22230,22390,22440,22710,23590,23960,24990,25640,25350,25050,24610,24470,24030,23210,23030,22680,23030
14,Non-Maori,Male,21360,20290,20740,21540,22050,22020,22120,22230,22420,22500,22830,23810,24330,25260,25810,25570,25200,24720,24590,24170,23280,23050,22690
15,Non-Maori,Male,21680,21490,20460,21030,21880,22450,22240,22160,22210,22490,22640,23100,24160,24660,25430,26080,25750,25340,24890,24820,24330,23390,23160
16,Non-Maori,Male,22630,21830,21670,20770,21420,22260,22630,22270,22220,22340,22670,22930,23490,24510,24940,25760,26360,25970,25610,25250,25080,24510,23620
17,Non-Maori,Male,23920,22730,21970,21900,21110,21750,22340,22550,22280,22460,22590,23100,23400,23800,24760,25320,26050,26640,26240,25990,25500,25250,24700
18,Non-Maori,Male,24670,23960,22810,22140,22160,21410,21800,22210,22440,22410,22980,23450,23820,23750,23970,25040,25620,26310,26970,26690,26350,25800,25580
19,Non-Maori,Male,25640,24730,24050,23000,22420,22410,21470,21700,22100,22450,22910,24200,24470,24280,24020,24360,25470,26040,26880,27730,27410,26940,26450
20,Non-Maori,Male,25950,25600,24740,24080,23170,22570,22400,21310,21530,22040,22600,23870,25210,24870,24470,24400,24790,25930,26720,27780,28610,28020,27630
21,Non-Maori,Male,25320,25650,25350,24520,23880,23080,22320,21980,20930,21220,21870,23100,24600,25370,24790,24550,24680,25070,26450,27450,28420,28930,28440
22,Non-Maori,Male,24810,24850,25210,24920,24060,23490,22600,21700,21270,20380,20800,22180,23530,24520,25030,24510,24600,24830,25470,27060,27860,28540,29200
23,Non-Maori,Male,23450,24410,24460,24840,24430,23650,22980,21880,20880,20530,19820,21150,22610,23410,24070,24560,24480,24680,25220,26000,27340,27970,28930
24,Non-Maori,Male,22680,23230,24140,24190,24480,24070,23190,22300,21110,20110,19820,20130,21600,22520,23000,23600,24540,24520,25080,25720,26220,27410,28390
25,Non-Maori,Male,22670,22550,23080,23970,23920,24200,23720,22570,21520,20400,19420,20000,20490,21490,22050,22520,23560,24540,24850,25520,25940,26280,27760
26,Non-Maori,Male,23000,22650,22500,23070,23860,23870,23990,23290,21910,20930,19810,19670,20370,20490,21160,21680,22520,23500,24790,25250,25640,26030,26700
27,Non-Maori,Male,24160,23120,22730,22590,23160,23980,23900,23600,22780,21440,20470,20110,20100,20540,20400,20980,21740,22560,23790,25170,25310,25750,26490
28,Non-Maori,Male,24770,24340,23320,22940,22910,23500,24150,23780,23310,22660,21240,20860,20690,20490,20700,20430,21150,21890,22930,24140,25320,25470,26240
29,Non-Maori,Male,25280,24980,24660,23720,23400,23480,23870,24180,23720,23350,22770,21830,21650,21250,20870,20930,20720,21400,22310,23260,24370,25590,25960
30,Non-Maori,Male,25260,25460,25270,25070,24290,24090,23960,24010,24070,23730,23450,23460,22730,22310,21730,21300,21210,21030,21810,22660,23520,24650,26110
31,Non-Maori,Male,25030,25420,25630,25590,25540,24880,24560,24150,23940,23950,23770,24020,24300,23390,22780,22190,21550,21490,21360,22080,22870,23740,25080
32,Non-Maori,Male,24660,25120,25530,25820,25980,26000,25190,24680,24100,23820,23840,24140,24670,24810,23790,23120,22340,21710,21700,21510,22160,22940,24010
33,Non-Maori,Male,23950,24750,25230,25720,26150,26470,26320,25240,24620,24070,23800,24180,24700,25130,25150,24120,23270,22460,21860,21790,21530,22160,23100
34,Non-Maori,Male,23670,24030,24880,25480,26070,26670,26820,26340,25110,24530,24110,24180,24770,25150,25500,25480,24320,23390,22610,21960,21820,21550,22320
35,Non-Maori,Male,23320,23760,24160,25130,25860,26620,27010,26890,26230,25000,24520,24470,24750,25220,25500,25890,25640,24410,23490,22710,21970,21850,21650
36,Non-Maori,Male,22750,23380,23890,24380,25430,26280,26880,27120,26840,26120,24940,24890,24940,25180,25570,25860,26040,25750,24510,23560,22710,21980,21960
37,Non-Maori,Male,22550,22820,23490,24070,24630,25760,26430,26910,27060,26700,25980,25320,25360,25300,25460,25950,26000,26120,25830,24600,23550,22670,22080
38,Non-Maori,Male,21900,22620,22930,23670,24340,24990,25960,26390,26800,26950,26570,26310,25820,25710,25510,25810,26090,26020,26200,25870,24550,23480,22760
39,Non-Maori,Male,21890,21990,22730,23150,23950,24690,25200,25930,26280,26690,26830,26890,26800,26190,25960,25800,25940,26110,26120,26230,25790,24500,23580
40,Non-Maori,Male,21830,21940,22110,22930,23480,24350,24910,25250,25830,26160,26590,27130,27340,27170,26420,26240,25920,25940,26190,26130,26150,25710,24570
41,Non-Maori,Male,21950,21890,22030,22280,23190,23800,24560,24970,25150,25720,26050,26850,27550,27670,27410,26670,26330,25950,25990,26210,26070,26060,25720
42,Non-Maori,Male,22280,22040,22000,22190,22520,23460,23920,24560,24860,25000,25620,26310,27240,27860,27880,27640,26740,26360,25950,25980,26150,25980,26070
43,Non-Maori,Male,22240,22340,22130,22140,22430,22770,23580,23880,24440,24740,24900,25830,26650,27510,28050,28090,27690,26730,26360,25930,25900,26050,26000
44,Non-Maori,Male,22230,22310,22420,22290,22370,22670,22880,23510,23790,24320,24640,25070,26120,26840,27670,28220,28150,27640,26730,26380,25840,25800,26040
45,Non-Maori,Male,19520,22260,22390,22590,22500,22630,22810,22830,23380,23640,24230,24830,25360,26300,26980,27830,28240,28100,27590,26710,26300,25700,25760
46,Non-Maori,Male,18260,19530,22330,22530,22750,22700,22740,22790,22700,23200,23510,24430,25120,25520,26400,27080,27810,28180,28050,27530,26580,26160,25650
47,Non-Maori,Male,17370,18270,19550,22440,22670,22890,22750,22710,22690,22510,23020,23650,24650,25280,25590,26470,27030,27730,28100,27960,27410,26430,26070
48,Non-Maori,Male,16290,17380,18250,19610,22560,22800,22890,22680,22600,22560,22350,23120,23810,24780,25340,25630,26430,26900,27680,28010,27790,27240,26310
49,Non-Maori,Male,17530,16260,17360,18280,19690,22660,22820,22820,22560,22450,22410,22430,23240,23900,24850,25400,25550,26290,26820,27610,27870,27600,27130
50,Non-Maori,Male,17440,17520,16250,17380,18330,19770,22700,22760,22650,22390,22260,22450,22540,23280,23920,24900,25320,25420,26180,26720,27470,27670,27490
51,Non-Maori,Male,16080,17380,17490,16250,17410,18370,19780,22630,22600,22460,22200,22250,22520,22590,23270,23910,24810,25190,25310,26090,26560,27270,27530
52,Non-Maori,Male,14900,16030,17340,17440,16230,17400,18300,19700,22500,22440,22240,22180,22240,22490,22600,23240,23800,24660,25060,25220,25920,26360,27150
53,Non-Maori,Male,14370,14860,15990,17280,17400,16200,17370,18230,19600,22350,22270,22180,22170,22200,22460,22580,23120,23650,24560,24970,25060,25740,26230
54,Non-Maori,Male,13820,14310,14810,15940,17220,17350,16150,17310,18150,19470,22210,22220,22150,22140,22140,22390,22460,23020,23560,24460,24820,24900,25600
55,Non-Maori,Male,13380,13770,14230,14750,15900,17160,17290,16050,17230,18020,19360,22160,22200,22090,22080,22050,22290,22340,22950,23470,24310,24670,24790
56,Non-Maori,Male,13220,13280,13690,14170,14670,15850,17120,17200,15930,17120,17930,19300,22130,22150,22020,22000,21940,22140,22230,22850,23330,24160,24560
57,Non-Maori,Male,13080,13110,13190,13600,14070,14590,15810,17050,17100,15820,17020,17900,19270,22060,22050,21910,21880,21810,22040,22150,22730,23220,24060
58,Non-Maori,Male,13210,12980,13010,13100,13520,13990,14520,15760,16990,17000,15730,16980,17870,19230,21990,21960,21790,21760,21690,21970,22030,22600,23120
59,Non-Maori,Male,13590,13100,12890,12920,13000,13400,13920,14450,15690,16890,16890,15670,16940,17840,19150,21880,21860,21670,21640,21610,21850,21920,22500
60,Non-Maori,Male,14160,13440,12970,12770,12790,12870,13310,13870,14360,15600,16790,16840,15630,16890,17790,19060,21750,21720,21560,21560,21490,21750,21840
61,Non-Maori,Male,13980,14020,13320,12840,12660,12660,12790,13250,13800,14250,15530,16720,16810,15550,16850,17740,18940,21610,21590,21480,21460,21380,21680
62,Non-Maori,Male,13810,13800,13840,13180,12690,12520,12580,12700,13180,13730,14130,15450,16650,16710,15470,16770,17620,18830,21470,21460,21360,21360,21290
63,Non-Maori,Male,13810,13600,13600,13680,13000,12520,12410,12530,12610,13110,13660,14040,15360,16540,16600,15400,16640,17510,18700,21380,21340,21240,21280
64,Non-Maori,Male,13580,13540,13370,13390,13470,12810,12350,12300,12440,12510,13010,13560,13960,15240,16450,16530,15280,16540,17430,18630,21280,21240,21160
65,Non-Maori,Male,13160,13290,13270,13130,13110,13220,12590,12200,12160,12330,12400,12880,13430,13860,15120,16350,16400,15180,16430,17320,18540,21190,21130
66,Non-Maori,Male,12620,12850,12970,12970,12830,12840,12960,12380,12020,11980,12220,12260,12750,13310,13720,14980,16190,16250,15050,16310,17200,18390,21040
67,Non-Maori,Male,11860,12300,12540,12660,12660,12550,12580,12710,12160,11810,11820,12040,12120,12590,13170,13580,14830,16020,16090,14900,16180,17030,18250
68,Non-Maori,Male,11390,11510,11960,12210,12330,12330,12240,12290,12470,11890,11600,11630,11850,11940,12450,13030,13410,14630,15840,15910,14750,16010,16870
69,Non-Maori,Male,11020,11070,11140,11620,11860,11970,12010,11900,12010,12180,11660,11350,11430,11620,11790,12290,12860,13240,14430,15620,15720,14540,15830
70,Non-Maori,Male,10480,10680,10680,10770,11240,11470,11610,11690,11570,11740,11890,11420,11110,11220,11410,11640,12090,12650,13050,14240,15400,15470,14330
71,Non-Maori,Male,9640,10070,10270,10320,10440,10840,11090,11230,11360,11240,11400,11580,11130,10850,10980,11190,11400,11860,12440,12860,14010,15140,15240
72,Non-Maori,Male,8030,9260,9670,9890,9920,10060,10460,10690,10850,11000,10880,11080,11280,10840,10580,10730,10960,11180,11620,12200,12620,13740,14890
73,Non-Maori,Male,7700,7680,8850,9270,9470,9510,9680,10070,10300,10470,10630,10530,10760,10970,10540,10290,10450,10710,10930,11400,11940,12340,13470
74,Non-Maori,Male,7660,7310,7310,8440,8860,9050,9100,9300,9660,9890,10080,10260,10200,10400,10630,10250,10010,10180,10440,10660,11130,11670,12090
75,Non-Maori,Male,7210,7280,6900,6920,8000,8390,8620,8670,8910,9260,9490,9660,9890,9840,10040,10290,9970,9720,9870,10140,10400,10870,11370
76,Non-Maori,Male,6700,6790,6850,6500,6540,7540,7950,8160,8230,8490,8850,9080,9270,9490,9500,9680,9930,9640,9410,9570,9830,10100,10550
77,Non-Maori,Male,6400,6290,6350,6420,6100,6120,7120,7550,7720,7770,8070,8450,8660,8840,9080,9120,9290,9570,9300,9070,9220,9490,9790
78,Non-Maori,Male,5730,5960,5850,5920,6000,5690,5750,6710,7100,7270,7320,7630,8010,8200,8430,8690,8720,8890,9160,8950,8690,8870,9140
79,Non-Maori,Male,5080,5280,5480,5410,5480,5550,5300,5380,6250,6660,6800,6880,7200,7560,7740,8000,8250,8310,8440,8750,8570,8300,8520
80,Non-Maori,Male,4460,4620,4820,5010,4950,5040,5130,4870,4980,5800,6210,6340,6430,6730,7100,7290,7540,7750,7860,8010,8340,8160,7900
81,Non-Maori,Male,3860,4040,4190,4410,4560,4520,4600,4670,4460,4610,5340,5760,5870,5970,6260,6640,6830,7060,7280,7420,7570,7880,7720
82,Non-Maori,Male,3360,3440,3640,3810,3980,4130,4110,4170,4240,4050,4230,4910,5290,5390,5500,5810,6200,6350,6600,6800,6950,7140,7420
83,Non-Maori,Male,2900,2970,3040,3240,3450,3570,3710,3720,3760,3820,3650,3830,4470,4790,4920,5060,5390,5680,5870,6130,6300,6490,6660
84,Non-Maori,Male,2400,2520,2600,2660,2870,3070,3130,3290,3350,3360,3440,3250,3440,4000,4320,4480,4620,4930,5200,5380,5630,5790,6010
85,Non-Maori,Male,2010,2100,2180,2240,2310,2500,2670,2740,2920,2960,2980,3050,2890,3030,3590,3860,4020,4180,4460,4720,4880,5120,5270
86,Non-Maori,Male,1590,1740,1820,1850,1920,1990,2130,2290,2380,2550,2590,2590,2690,2530,2660,3190,3450,3570,3740,4010,4240,4400,4620
87,Non-Maori,Male,1280,1330,1450,1550,1560,1610,1690,1830,1960,2030,2200,2210,2250,2340,2210,2320,2780,3020,3160,3320,3570,3790,3910
88,Non-Maori,Male,1030,1070,1100,1210,1290,1320,1340,1430,1540,1640,1720,1840,1870,1930,1990,1890,1990,2430,2650,2770,2900,3110,3300
89,Non-Maori,Male,820,850,900,910,1020,1060,1080,1110,1190,1290,1360,1410,1510,1560,1630,1690,1610,1690,2080,2280,2380,2470,2650
90+,Non-Maori,Male,2060,2280,2370,2640,2710,2810,3000,3190,3340,3410,3670,3880,4050,4420,4590,4880,5180,5470,5690,6280,6930,7510,8100
All ages,Non-Maori,Male,1489800,1503200,1517700,1536100,1557500,1581200,1598000,1606100,1608600,1612000,1617400,1644600,1678800,1704200,1723100,1743800,1761700,1777900,1797900,1819700,1834800,1846000,1863500
0,Non-Maori,Female,22420,21640,21280,21080,20900,20630,20600,20640,19940,20350,19970,19710,20000,20850,20860,21070,21260,22080,21660,22050,21550,21030,20980
1,Non-Maori,Female,21930,22370,21660,21410,21250,21080,20740,20640,20580,19860,20250,20180,19890,20050,20790,20870,21090,21310,22100,21670,21980,21420,21010
2,Non-Maori,Female,21290,21960,22430,21830,21640,21510,21250,20780,20600,20480,19780,20530,20530,20220,20290,21060,20980,21140,21380,22170,21630,21840,21400
3,Non-Maori,Female,20850,21320,22030,22580,22070,21920,21690,21320,20720,20540,20440,20070,20920,20820,20440,20560,21200,21030,21220,21500,22120,21510,21820
4,Non-Maori,Female,19810,20890,21410,22220,22840,22330,22130,21780,21290,20670,20490,20710,20480,21240,21030,20680,20690,21260,21130,21330,21470,21990,21430
5,Non-Maori,Female,20120,19840,20990,21590,22490,23130,22550,22210,21760,21250,20640,20780,21070,20820,21450,21300,20830,20760,21360,21240,21360,21390,21960
6,Non-Maori,Female,19790,20150,19910,21150,21850,22810,23400,22620,22170,21710,21200,21010,21150,21330,21050,21710,21410,20890,20810,21460,21250,21260,21340
7,Non-Maori,Female,19680,19810,20220,20060,21390,22140,23060,23520,22610,22110,21680,21580,21460,21420,21490,21310,21830,21430,20910,20850,21460,21140,21180
8,Non-Maori,Female,19510,19710,19890,20390,20320,21700,22370,23180,23560,22560,22070,22040,22020,21830,21580,21690,21450,21910,21470,20960,20840,21390,21100
9,Non-Maori,Female,19560,19540,19790,20060,20620,20630,21940,22490,23190,23590,22530,22420,22470,22380,22110,21830,21810,21510,21980,21540,20960,20740,21350
10,Non-Maori,Female,19960,19610,19650,19980,20290,20890,20920,22080,22500,23230,23630,22870,22890,22800,22660,22460,21970,21850,21550,22060,21540,20870,20720
11,Non-Maori,Female,19820,20020,19720,19850,20250,20590,21140,21110,22100,22500,23280,23950,23330,23250,23040,22980,22580,22010,21870,21620,22070,21470,20840
12,Non-Maori,Female,19680,19870,20150,19920,20120,20550,20840,21260,21220,22140,22570,23590,24320,23620,23510,23330,23100,22630,22050,21950,21620,22020,21430
13,Non-Maori,Female,19380,19760,20000,20350,20190,20420,20770,20960,21310,21320,22240,22830,23950,24570,23800,23790,23460,23160,22710,22150,21960,21540,21970
14,Non-Maori,Female,20610,19450,19900,20240,20640,20510,20700,20890,21020,21390,21480,22500,23180,24230,24740,24100,23950,23560,23250,22860,22200,21930,21530
15,Non-Maori,Female,21140,20720,19630,20150,20550,20980,20850,20880,20990,21180,21510,21810,22890,23500,24470,25020,24330,24120,23730,23510,23030,22310,22050
16,Non-Maori,Female,22400,21270,20940,19910,20500,20940,21330,21130,21110,21330,21460,22010,22320,23330,23870,24930,25380,24640,24450,24130,23820,23260,22550
17,Non-Maori,Female,23570,22480,21410,21160,20210,20840,21240,21500,21330,21470,21700,22050,22650,22770,23610,24250,25280,25660,24950,24810,24380,23980,23440
18,Non-Maori,Female,24530,23600,22560,21530,21330,20410,21030,21280,21550,21560,21940,22490,22820,23080,22900,23790,24430,25410,25830,25160,24900,24410,24110
19,Non-Maori,Female,25680,24470,23670,22660,21660,21490,20580,21060,21300,21670,22030,22880,23420,23300,23400,23230,24040,24640,25700,26280,25410,25080,24690
20,Non-Maori,Female,25830,25470,24410,23640,22750,21780,21560,20670,21120,21400,21970,22800,23820,23920,23740,23910,23560,24350,25080,26320,26750,25630,25410
21,Non-Maori,Female,25020,25440,25150,24140,23510,22650,21640,21390,20590,21020,21450,22480,23490,24220,24140,24090,24150,23720,24680,25520,26580,26740,25730
22,Non-Maori,Female,24250,24570,25010,24740,23790,23180,22330,21190,20920,20240,20740,21860,22940,23660,24190,24220,24180,24120,23850,24950,25560,26370,26700
23,Non-Maori,Female,23590,23940,24270,24690,24420,23450,22830,21820,20590,20280,19820,21120,22320,22970,23470,24070,24230,24120,24220,24120,25010,25460,26410
24,Non-Maori,Female,23220,23420,23860,24160,24490,24260,23160,22360,21300,20000,19720,20170,21580,22360,22710,23190,24120,24230,24330,24520,24270,25040,25720
25,Non-Maori,Female,22900,23190,23430,23940,24130,24530,24130,22880,21970,20830,19580,20040,20640,21780,22210,22500,23350,24210,24550,24730,24760,24460,25480
26,Non-Maori,Female,23460,23030,23340,23670,24170,24410,24740,24050,22760,21800,20640,20000,20630,21050,21870,22230,22740,23530,24570,25040,24930,25050,24990
27,Non-Maori,Female,24720,23620,23300,23720,24080,24710,24820,24890,24010,22820,21780,21150,20720,21210,21400,22140,22530,23000,23980,25070,25290,25240,25560
28,Non-Maori,Female,25740,24920,23890,23700,24230,24680,25300,25100,25040,24170,23040,22380,21990,21460,21720,21890,22480,22880,23500,24490,25420,25630,25790
29,Non-Maori,Female,26200,25940,25180,24330,24260,24900,25300,25670,25290,25280,24510,23770,23330,22840,22130,22290,22330,22870,23390,24000,24870,25750,26160
30,Non-Maori,Female,26200,26370,26150,25600,24920,25030,25580,25680,25870,25490,25600,25330,24830,24240,23560,22820,22730,22720,23380,23910,24380,25230,26260
31,Non-Maori,Female,25430,26320,26570,26510,26120,25570,25620,25870,25790,25980,25630,26260,26310,25670,24870,24170,23180,23000,23140,23760,24190,24660,25650
32,Non-Maori,Female,25240,25500,26490,26870,26950,26670,26040,25810,25910,25790,26020,26080,26980,26930,26140,25340,24410,23350,23220,23340,23860,24280,24890
33,Non-Maori,Female,24430,25310,25660,26750,27270,27540,27090,26260,25880,25940,25800,26440,26750,27530,27360,26610,25550,24520,23480,23360,23410,23840,24380
34,Non-Maori,Female,24050,24490,25430,25910,27130,27800,27930,27260,26340,25930,25980,26230,27160,27320,27960,27850,26790,25680,24660,23640,23400,23430,23940
35,Non-Maori,Female,23760,24080,24610,25670,26300,27600,28140,28080,27290,26430,26000,26410,26900,27700,27760,28440,28030,26900,25830,24800,23680,23360,23550
36,Non-Maori,Female,23340,23800,24200,24820,26010,26710,27910,28290,28150,27340,26540,26420,26940,27350,28070,28170,28630,28140,27040,25930,24810,23650,23440
37,Non-Maori,Female,22960,23380,23950,24430,25150,26370,27030,28090,28310,28150,27360,26940,26940,27330,27680,28460,28300,28720,28240,27130,25870,24780,23720
38,Non-Maori,Female,22390,23000,23510,24190,24750,25510,26640,27180,28140,28290,28170,27780,27470,27340,27590,27970,28550,28330,28790,28310,27110,25800,24810
39,Non-Maori,Female,22110,22430,23130,23730,24490,25110,25760,26740,27200,28130,28270,28600,28330,27820,27590,27830,28050,28590,28380,28850,28270,27060,25810
40,Non-Maori,Female,21980,22160,22550,23350,24010,24840,25340,25890,26730,27190,28130,28600,29110,28730,28070,27910,27900,28090,28630,28440,28820,28190,27070
41,Non-Maori,Female,22080,22010,22250,22720,23600,24340,25050,25400,25890,26680,27170,28410,29020,29510,28970,28400,28020,27920,28090,28630,28390,28720,28150
42,Non-Maori,Female,22060,22110,22080,22420,22970,23840,24500,25100,25370,25830,26620,27410,28770,29320,29750,29270,28480,28030,27910,28090,28570,28280,28680
43,Non-Maori,Female,22580,22080,22170,22250,22620,23190,23940,24550,25070,25310,25800,26810,27700,29040,29510,30030,29300,28470,28030,27920,28000,28440,28220
44,Non-Maori,Female,22420,22570,22130,22300,22420,22800,23320,23930,24490,25000,25250,25990,27070,27900,29170,29720,30050,29230,28430,28030,27830,27890,28350
45,Non-Maori,Female,19560,22410,22600,22250,22490,22570,22920,23320,23830,24400,24910,25460,26240,27250,28010,29310,29720,29970,29170,28400,27950,27700,27810
46,Non-Maori,Female,18380,19530,22410,22650,22340,22620,22660,22910,23240,23710,24270,25070,25700,26410,27350,28120,29310,29630,29880,29120,28310,27800,27580
47,Non-Maori,Female,17170,18330,19510,22430,22720,22430,22700,22640,22850,23090,23580,24370,25250,25850,26480,27430,28070,29210,29560,29820,29020,28140,27680
48,Non-Maori,Female,16310,17140,18320,19540,22470,22790,22470,22680,22570,22740,22980,23640,24520,25380,25940,26570,27370,27970,29110,29480,29700,28820,28010
49,Non-Maori,Female,17540,16270,17120,18330,19540,22500,22820,22440,22600,22490,22630,23020,23750,24630,25440,26030,26500,27290,27890,29030,29340,29510,28680
50,Non-Maori,Female,17380,17490,16230,17120,18310,19520,22520,22770,22360,22520,22390,22640,23110,23820,24650,25470,25940,26400,27200,27820,28900,29160,29390
51,Non-Maori,Female,16120,17330,17440,16210,17090,18280,19540,22520,22690,22290,22410,22400,22700,23170,23860,24640,25380,25820,26290,27130,27690,28730,29010
52,Non-Maori,Female,15090,16070,17290,17390,16170,17060,18280,19510,22460,22590,22190,22420,22480,22720,23170,23870,24530,25260,25710,26250,26990,27510,28590
53,Non-Maori,Female,14330,15050,16040,17240,17350,16140,17080,18270,19490,22420,22510,22170,22450,22500,22700,23170,23770,24430,25170,25680,26150,26870,27400
54,Non-Maori,Female,13990,14300,14990,15980,17200,17310,16130,17090,18240,19440,22370,22490,22180,22420,22480,22700,23090,23670,24350,25140,25600,26050,26780
55,Non-Maori,Female,13440,13940,14240,14920,15910,17160,17310,16110,17070,18180,19410,22370,22470,22150,22410,22490,22630,23020,23600,24320,25050,25520,25960
56,Non-Maori,Female,12930,13380,13900,14190,14860,15860,17150,17320,16050,17040,18160,19440,22380,22460,22140,22400,22440,22540,22960,23570,24250,24990,25460
57,Non-Maori,Female,13130,12870,13340,13850,14140,14810,15850,17160,17300,15990,17020,18160,19480,22410,22470,22130,22340,22360,22470,22950,23510,24210,24950
58,Non-Maori,Female,13180,13040,12800,13260,13800,14100,14820,15850,17140,17260,15950,17010,18170,19510,22410,22460,22070,22240,22290,22440,22900,23470,24180
59,Non-Maori,Female,13290,13100,12950,12740,13200,13730,14080,14850,15850,17110,17230,15940,17000,18160,19510,22400,22400,21980,22180,22240,22420,22880,23430
60,Non-Maori,Female,13940,13210,13030,12870,12660,13140,13680,14090,14860,15810,17080,17210,15930,16990,18150,19530,22350,22370,21900,22110,22220,22380,22860
61,Non-Maori,Female,13900,13840,13130,12950,12780,12590,13130,13680,14090,14840,15800,17040,17200,15910,16970,18150,19480,22300,22320,21860,22080,22190,22360
62,Non-Maori,Female,13770,13780,13740,13030,12870,12690,12570,13140,13660,14060,14820,15780,17020,17190,15890,16970,18090,19430,22240,22270,21800,22060,22160
63,Non-Maori,Female,13640,13640,13650,13610,12920,12770,12620,12570,13140,13640,14040,14790,15760,17000,17170,15900,16910,18020,19360,22190,22210,21760,22050
64,Non-Maori,Female,13550,13510,13520,13510,13480,12790,12710,12570,12550,13120,13610,14000,14750,15730,16970,17170,15840,16860,17980,19320,22140,22170,21740
65,Non-Maori,Female,13500,13370,13360,13370,13370,13330,12710,12640,12510,12510,13110,13560,13940,14690,15700,16940,17100,15780,16800,17930,19270,22080,22110
66,Non-Maori,Female,13540,13320,13210,13200,13230,13200,13220,12620,12550,12410,12480,13020,13500,13860,14620,15670,16850,17000,15710,16720,17840,19180,21990
67,Non-Maori,Female,13140,13360,13120,13030,13030,13050,13030,13090,12510,12460,12340,12380,12900,13410,13800,14570,15570,16720,16920,15620,16620,17710,19080
68,Non-Maori,Female,12970,12940,13180,12940,12860,12850,12850,12890,12960,12380,12360,12230,12260,12770,13310,13710,14450,15450,16610,16810,15510,16490,17630
69,Non-Maori,Female,13080,12740,12720,12990,12770,12660,12670,12660,12710,12800,12260,12220,12100,12150,12640,13210,13590,14330,15320,16490,16680,15380,16370
70,Non-Maori,Female,12750,12820,12480,12510,12770,12560,12440,12460,12460,12530,12640,12120,12080,11960,12040,12520,13060,13450,14170,15170,16340,16520,15250
71,Non-Maori,Female,12220,12480,12590,12240,12270,12520,12320,12220,12210,12230,12370,12460,11950,11890,11830,11910,12380,12920,13320,14040,14990,16170,16360
72,Non-Maori,Female,10390,11950,12220,12310,11970,12000,12290,12070,11970,11980,12030,12170,12260,11750,11720,11680,11760,12220,12760,13190,13890,14810,15990
73,Non-Maori,Female,10360,10120,11650,11920,12020,11660,11740,12020,11820,11730,11760,11780,11950,12030,11560,11530,11490,11570,12050,12580,13030,13730,14650
74,Non-Maori,Female,10440,10080,9830,11330,11600,11700,11360,11460,11720,11550,11470,11510,11510,11720,11790,11350,11320,11270,11350,11840,12390,12840,13540
75,Non-Maori,Female,9870,10120,9770,9520,11000,11260,11370,11060,11150,11440,11250,11190,11250,11260,11470,11550,11100,11100,11060,11150,11630,12180,12630
76,Non-Maori,Female,9700,9530,9790,9450,9210,10660,10930,11020,10710,10850,11150,10940,10900,10950,10980,11210,11300,10870,10880,10860,10940,11390,11950
77,Non-Maori,Female,9180,9350,9180,9450,9110,8870,10320,10610,10660,10380,10550,10800,10630,10610,10640,10680,10940,11010,10610,10640,10640,10680,11140
78,Non-Maori,Female,8660,8800,8960,8800,9110,8750,8520,9960,10240,10300,10020,10180,10430,10300,10300,10300,10380,10640,10720,10350,10390,10380,10410
